year,classifier_index,match_count,fire_count,matched,fired
1983,0,1,0,True,False
1983,1,1,0,True,False
1983,11,1,0,True,False
1983,12,1,0,True,False
1983,18,4,0,True,False
1983,19,1,0,True,False
1983,22,1,0,True,False
1983,23,1,0,True,False
1983,79,5,0,True,False
1983,84,1,0,True,False
1983,88,1,1,True,True
1983,101,2,0,True,False
1983,110,1,0,True,False
1983,115,1,0,True,False
1983,160,1,0,True,False
1983,161,1,0,True,False
1983,167,4,0,True,False
1983,184,1,1,True,True
1983,190,1,0,True,False
1983,204,1,0,True,False
1983,213,4,2,True,True
1983,229,5,0,True,False
1983,230,4,0,True,False
1983,238,2,0,True,False
1983,239,1,0,True,False
1983,247,2,0,True,False
1983,248,2,0,True,False
1983,266,28,0,True,False
1983,270,1,0,True,False
1983,279,2,0,True,False
1983,282,2,0,True,False
1983,285,4,0,True,False
1983,287,1,0,True,False
1983,289,5,0,True,False
1983,291,5,0,True,False
1983,302,1,0,True,False
1983,304,1,1,True,True
1983,305,1,1,True,True
1983,310,4,0,True,False
1983,311,1,0,True,False
1983,312,1,0,True,False
1983,317,2,0,True,False
1983,318,5,0,True,False
1983,327,4,0,True,False
1983,333,1,0,True,False
1983,334,4,0,True,False
1983,336,7,3,True,True
1983,340,2,0,True,False
1983,352,4,1,True,True
1983,359,1,0,True,False
1983,360,28,0,True,False
1983,364,28,0,True,False
1983,379,1,1,True,True
1983,381,27,0,True,False
1983,382,3,0,True,False
1983,386,8,0,True,False
1983,395,3,0,True,False
1983,396,26,0,True,False
1983,397,4,0,True,False
1983,398,1,0,True,False
1983,404,6,0,True,False
1983,405,6,0,True,False
1983,409,28,0,True,False
1983,418,28,0,True,False
1983,420,1,0,True,False
1983,421,1,0,True,False
1983,424,28,0,True,False
1983,425,27,0,True,False
1983,438,5,0,True,False
1983,448,4,1,True,True
1983,451,3,0,True,False
1983,452,1,1,True,True
1983,453,4,0,True,False
1983,457,28,0,True,False
1983,460,1,0,True,False
1983,461,5,0,True,False
1983,462,6,4,True,True
1983,464,6,0,True,False
1983,470,5,0,True,False
1983,480,26,0,True,False
1983,485,1,0,True,False
1983,489,4,0,True,False
1983,493,1,0,True,False
1983,494,1,0,True,False
1983,496,27,0,True,False
1983,503,28,0,True,False
1983,512,5,0,True,False
1983,513,7,4,True,True
1983,522,25,0,True,False
1983,523,2,0,True,False
1983,524,20,0,True,False
1983,528,7,0,True,False
1983,532,3,0,True,False
1983,533,27,0,True,False
1983,536,1,0,True,False
1983,542,28,0,True,False
1983,543,24,0,True,False
1983,544,1,0,True,False
