year,classifier_index,match_count,fire_count,matched,fired
1983,10,1,0,True,False
1983,13,1,0,True,False
1983,15,4,0,True,False
1983,29,1,0,True,False
1983,68,1,0,True,False
1983,78,17,0,True,False
1983,80,1,0,True,False
1983,104,5,0,True,False
1983,105,1,0,True,False
1983,116,1,0,True,False
1983,119,5,0,True,False
1983,140,2,0,True,False
1983,141,1,0,True,False
1983,142,2,2,True,True
1983,148,1,0,True,False
1983,198,1,1,True,True
1983,201,1,0,True,False
1983,214,1,0,True,False
1983,245,1,0,True,False
1983,246,1,0,True,False
1983,248,1,1,True,True
1983,264,1,0,True,False
1983,265,2,0,True,False
1983,267,27,0,True,False
1983,272,3,1,True,True
1983,275,4,0,True,False
1983,284,1,0,True,False
1983,294,22,0,True,False
1983,303,27,0,True,False
1983,309,1,0,True,False
1983,311,3,0,True,False
1983,326,1,0,True,False
1983,327,3,0,True,False
1983,331,1,0,True,False
1983,334,1,0,True,False
1983,335,5,0,True,False
1983,336,4,0,True,False
1983,349,4,3,True,True
1983,352,1,0,True,False
1983,353,5,1,True,True
1983,369,4,0,True,False
1983,374,3,1,True,True
1983,390,19,0,True,False
1983,393,27,0,True,False
1983,410,4,0,True,False
1983,411,1,0,True,False
1983,419,2,1,True,True
1983,440,1,1,True,True
1983,462,27,0,True,False
1983,471,1,1,True,True
1983,473,1,0,True,False
1983,474,4,0,True,False
1983,475,3,0,True,False
1983,480,4,0,True,False
1983,484,3,0,True,False
1983,485,4,1,True,True
1983,496,27,0,True,False
1983,497,27,0,True,False
1983,501,2,1,True,True
1983,521,1,1,True,True
1983,522,2,0,True,False
1983,527,2,0,True,False
1983,528,10,0,True,False
1983,531,27,0,True,False
1983,534,3,0,True,False
1983,535,2,1,True,True
1983,541,1,0,True,False
1983,546,6,0,True,False
1983,547,4,0,True,False
1983,554,5,0,True,False
1983,555,2,0,True,False
1983,561,2,1,True,True
1983,582,1,0,True,False
1983,591,2,0,True,False
1983,598,27,0,True,False
1983,605,2,0,True,False
1983,615,4,1,True,True
1983,616,2,1,True,True
1983,631,1,0,True,False
1983,632,1,0,True,False
1983,634,27,27,True,True
1983,635,4,0,True,False
1983,636,4,0,True,False
1983,640,2,0,True,False
1983,643,3,0,True,False
1983,645,3,0,True,False
1983,652,2,0,True,False
1983,655,1,0,True,False
1983,658,4,3,True,True
1983,666,1,0,True,False
1983,667,1,0,True,False
1983,668,3,0,True,False
1983,669,2,0,True,False
1983,679,2,0,True,False
1983,682,1,1,True,True
1983,694,8,0,True,False
1983,695,27,27,True,True
1983,697,27,0,True,False
1983,698,5,0,True,False
1983,699,4,0,True,False
1983,707,2,0,True,False
1983,715,2,0,True,False
1983,717,2,0,True,False
1983,718,6,0,True,False
1983,719,4,1,True,True
1983,722,28,1,True,True
1983,729,27,27,True,True
1983,736,3,1,True,True
1983,737,1,0,True,False
1983,740,3,1,True,True
1983,741,2,0,True,False
1983,744,8,6,True,True
1983,747,25,25,True,True
1983,749,28,1,True,True
1983,753,7,0,True,False
1983,759,27,0,True,False
1983,760,27,0,True,False
1983,764,1,1,True,True
1983,765,1,0,True,False
1983,773,2,0,True,False
1983,774,2,0,True,False
1983,777,1,1,True,True
1983,781,7,6,True,True
1983,788,2,1,True,True
1983,791,1,1,True,True
1983,794,5,4,True,True
1983,795,4,3,True,True
1983,796,1,0,True,False
1984,6,1,0,True,False
1984,10,3,0,True,False
1984,13,1,0,True,False
1984,15,3,0,True,False
1984,29,3,0,True,False
1984,68,1,0,True,False
1984,78,21,0,True,False
