year,classifier_index,match_count,fire_count,matched,fired
1983,23,2,1,True,True
1983,24,2,1,True,True
1983,25,1,0,True,False
1983,26,1,0,True,False
1983,30,1,0,True,False
1983,33,1,0,True,False
1983,34,5,0,True,False
1983,35,4,2,True,True
1983,43,1,0,True,False
1983,48,1,0,True,False
1983,76,1,0,True,False
1983,84,1,0,True,False
1983,85,4,0,True,False
1983,88,2,1,True,True
1983,101,1,0,True,False
1983,108,4,2,True,True
1983,125,2,0,True,False
1983,165,5,2,True,True
1983,174,1,0,True,False
1983,175,1,0,True,False
1983,196,2,0,True,False
1983,217,3,0,True,False
1983,218,18,0,True,False
1983,226,2,0,True,False
1983,228,28,0,True,False
1983,239,1,0,True,False
1983,240,3,0,True,False
1983,251,5,0,True,False
1983,255,5,2,True,True
1983,272,1,0,True,False
1983,331,1,0,True,False
1983,336,4,1,True,True
1983,339,6,1,True,True
1983,375,12,0,True,False
1983,376,2,0,True,False
1983,378,6,0,True,False
1983,381,2,1,True,True
1983,383,28,0,True,False
1983,399,4,2,True,True
1983,410,1,0,True,False
1983,421,20,0,True,False
1983,427,21,0,True,False
1983,437,1,0,True,False
1983,440,28,0,True,False
1983,443,5,0,True,False
1983,446,7,0,True,False
1983,449,25,0,True,False
1983,452,27,0,True,False
1983,454,1,1,True,True
1983,455,2,0,True,False
1983,462,17,17,True,True
1983,476,1,0,True,False
1983,487,28,0,True,False
1983,521,5,1,True,True
1983,550,1,0,True,False
1983,551,1,0,True,False
1983,560,4,0,True,False
1983,565,2,2,True,True
1983,568,7,0,True,False
1983,571,1,0,True,False
1983,590,2,0,True,False
1983,594,27,0,True,False
1983,600,1,1,True,True
1983,604,22,0,True,False
1983,611,26,26,True,True
1983,616,28,28,True,True
1983,640,2,0,True,False
1983,641,5,1,True,True
1983,642,2,1,True,True
1983,643,5,1,True,True
1983,645,23,23,True,True
1983,647,26,0,True,False
1983,655,27,0,True,False
1983,661,4,2,True,True
1983,663,2,0,True,False
1983,666,1,0,True,False
1983,674,3,0,True,False
1983,675,3,0,True,False
1983,681,28,0,True,False
1983,685,2,0,True,False
1983,690,20,0,True,False
1983,692,2,0,True,False
1983,707,27,0,True,False
1983,712,5,0,True,False
1983,717,26,0,True,False
1983,722,3,2,True,True
1983,723,2,1,True,True
1983,724,28,0,True,False
1983,729,4,2,True,True
1983,734,28,0,True,False
1983,740,5,1,True,True
1983,741,5,1,True,True
1983,751,27,0,True,False
1983,752,26,0,True,False
1983,753,20,0,True,False
1983,754,27,0,True,False
1983,769,28,0,True,False
1983,774,27,27,True,True
1983,777,4,1,True,True
1983,778,6,1,True,True
1983,781,1,1,True,True
1983,796,5,3,True,True
1983,797,4,3,True,True
1984,24,1,0,True,False
1984,33,1,0,True,False
1984,34,5,0,True,False
1984,35,4,3,True,True
1984,43,1,0,True,False
1984,48,1,0,True,False
1984,76,1,0,True,False
1984,88,2,1,True,True
1984,101,1,0,True,False
1984,108,3,2,True,True
1984,165,3,2,True,True
1984,217,3,0,True,False
1984,218,17,0,True,False
1984,226,5,0,True,False
1984,228,29,0,True,False
1984,239,1,0,True,False
1984,240,4,0,True,False
1984,251,7,0,True,False
1984,255,4,3,True,True
1984,272,1,0,True,False
1984,331,1,0,True,False
1984,336,4,0,True,False
1984,339,7,3,True,True
1984,375,14,0,True,False
1984,376,1,0,True,False
1984,378,6,0,True,False
1984,381,4,3,True,True
1984,383,29,0,True,False
1984,399,3,2,True,True
1984,410,1,0,True,False
1984,421,21,0,True,False
1984,427,24,0,True,False
1984,437,1,0,True,False
1984,440,29,0,True,False
1984,443,2,0,True,False
1984,446,7,0,True,False
1984,448,1,0,True,False
1984,449,27,0,True,False
1984,452,29,0,True,False
1984,454,1,1,True,True
1984,455,1,0,True,False
1984,462,24,24,True,True
1984,476,1,0,True,False
1984,487,29,0,True,False
1984,521,5,1,True,True
1984,550,1,0,True,False
1984,551,1,0,True,False
1984,560,4,0,True,False
1984,565,2,1,True,True
1984,568,8,0,True,False
1984,571,1,0,True,False
1984,594,28,0,True,False
1984,600,1,1,True,True
1984,604,21,0,True,False
1984,611,28,28,True,True
1984,616,29,29,True,True
1984,640,1,0,True,False
1984,641,5,0,True,False
1984,642,2,0,True,False
1984,643,5,0,True,False
1984,645,25,25,True,True
1984,647,25,0,True,False
1984,655,28,0,True,False
1984,661,2,1,True,True
1984,663,2,0,True,False
1984,666,1,0,True,False
1984,674,4,0,True,False
1984,675,4,0,True,False
1984,681,29,0,True,False
1984,685,2,0,True,False
1984,690,24,0,True,False
1984,691,1,0,True,False
1984,692,2,0,True,False
1984,707,29,0,True,False
1984,712,6,0,True,False
1984,717,28,0,True,False
1984,722,3,3,True,True
1984,723,4,3,True,True
1984,724,29,0,True,False
1984,729,4,2,True,True
1984,734,29,0,True,False
1984,740,5,1,True,True
1984,741,5,1,True,True
1984,751,29,0,True,False
1984,752,27,0,True,False
1984,753,24,0,True,False
1984,754,28,0,True,False
1984,769,29,0,True,False
1984,774,28,28,True,True
1984,777,4,0,True,False
1984,778,6,1,True,True
1984,781,1,1,True,True
1984,796,5,4,True,True
1984,797,3,2,True,True
1985,0,1,0,True,False
1985,19,2,0,True,False
1985,24,1,1,True,True
1985,25,1,0,True,False
1985,26,1,0,True,False
1985,30,1,0,True,False
1985,33,1,0,True,False
1985,34,4,0,True,False
1985,35,4,3,True,True
1985,43,1,0,True,False
1985,48,1,0,True,False
1985,57,1,0,True,False
1985,76,1,0,True,False
1985,85,1,0,True,False
1985,88,1,1,True,True
1985,108,2,1,True,True
1985,125,3,0,True,False
1985,165,4,1,True,True
1985,174,1,0,True,False
1985,175,1,0,True,False
1985,196,1,0,True,False
1985,217,2,1,True,True
1985,218,15,0,True,False
1985,226,2,0,True,False
1985,228,23,0,True,False
1985,239,1,0,True,False
1985,240,4,0,True,False
1985,251,3,0,True,False
1985,272,1,0,True,False
1985,331,1,0,True,False
1985,336,3,0,True,False
1985,339,6,5,True,True
1985,375,10,0,True,False
1985,376,3,0,True,False
1985,378,6,0,True,False
1985,381,3,3,True,True
1985,383,28,0,True,False
1985,399,3,1,True,True
1985,410,1,0,True,False
1985,421,20,0,True,False
1985,427,21,0,True,False
1985,437,1,0,True,False
1985,440,25,0,True,False
1985,443,4,0,True,False
1985,446,8,0,True,False
1985,449,26,0,True,False
1985,452,27,0,True,False
1985,454,1,1,True,True
1985,455,1,0,True,False
1985,462,19,19,True,True
1985,476,1,0,True,False
1985,483,1,0,True,False
1985,487,28,0,True,False
1985,521,3,0,True,False
1985,550,2,0,True,False
1985,551,2,0,True,False
1985,560,3,0,True,False
1985,565,1,0,True,False
1985,568,6,0,True,False
1985,571,1,0,True,False
1985,590,1,0,True,False
1985,594,27,0,True,False
1985,600,1,1,True,True
1985,604,23,0,True,False
1985,611,26,26,True,True
1985,616,28,28,True,True
1985,641,3,0,True,False
1985,642,1,0,True,False
1985,643,3,0,True,False
1985,645,23,23,True,True
1985,647,26,0,True,False
1985,655,28,0,True,False
1985,656,1,1,True,True
1985,661,4,3,True,True
1985,663,2,0,True,False
1985,664,1,0,True,False
1985,666,1,0,True,False
1985,673,1,1,True,True
1985,674,3,0,True,False
1985,675,4,1,True,True
1985,681,23,0,True,False
1985,690,21,0,True,False
1985,707,25,0,True,False
1985,712,7,0,True,False
1985,717,27,0,True,False
1985,722,2,2,True,True
1985,723,4,3,True,True
1985,724,27,0,True,False
1985,729,3,2,True,True
1985,734,28,0,True,False
1985,740,5,0,True,False
1985,741,4,0,True,False
1985,751,27,0,True,False
1985,752,27,0,True,False
1985,753,21,0,True,False
1985,754,27,0,True,False
1985,769,24,0,True,False
1985,774,27,27,True,True
1985,777,3,0,True,False
1985,778,3,0,True,False
1985,781,1,1,True,True
1985,796,1,0,True,False
1985,797,1,1,True,True
1986,25,1,0,True,False
1986,26,1,0,True,False
1986,30,1,0,True,False
1986,33,1,0,True,False
1986,34,4,0,True,False
1986,35,4,4,True,True
1986,43,1,0,True,False
1986,48,1,0,True,False
1986,81,1,0,True,False
1986,85,1,0,True,False
1986,88,1,0,True,False
1986,108,2,2,True,True
1986,165,4,1,True,True
1986,174,1,0,True,False
1986,175,1,0,True,False
1986,196,1,0,True,False
1986,217,1,0,True,False
1986,218,13,0,True,False
1986,226,1,0,True,False
1986,228,24,0,True,False
1986,239,1,0,True,False
1986,240,4,0,True,False
1986,251,5,0,True,False
1986,272,1,0,True,False
1986,324,1,0,True,False
1986,325,1,0,True,False
1986,331,1,0,True,False
1986,336,1,0,True,False
1986,339,5,4,True,True
1986,375,6,0,True,False
1986,376,1,0,True,False
1986,378,4,0,True,False
1986,381,1,1,True,True
1986,383,30,0,True,False
1986,399,2,2,True,True
1986,410,1,0,True,False
1986,421,18,0,True,False
1986,427,20,0,True,False
1986,437,1,0,True,False
1986,440,30,0,True,False
1986,443,2,0,True,False
1986,446,4,0,True,False
1986,448,2,0,True,False
1986,449,28,0,True,False
1986,452,30,0,True,False
1986,454,1,1,True,True
1986,455,2,0,True,False
1986,462,19,19,True,True
1986,476,1,0,True,False
1986,487,30,0,True,False
1986,521,2,0,True,False
1986,550,1,0,True,False
1986,560,2,0,True,False
1986,568,6,0,True,False
1986,571,1,0,True,False
1986,590,1,0,True,False
1986,594,29,0,True,False
1986,600,1,0,True,False
1986,604,25,0,True,False
1986,611,29,29,True,True
1986,616,30,30,True,True
1986,641,1,0,True,False
1986,642,1,0,True,False
1986,643,2,0,True,False
1986,645,25,25,True,True
1986,647,27,0,True,False
1986,655,29,0,True,False
1986,661,1,1,True,True
1986,663,1,0,True,False
1986,666,1,0,True,False
1986,674,3,0,True,False
1986,675,3,0,True,False
1986,681,24,0,True,False
1986,690,19,0,True,False
1986,707,30,0,True,False
1986,712,5,0,True,False
1986,717,29,0,True,False
1986,722,1,1,True,True
1986,723,1,1,True,True
1986,724,28,0,True,False
1986,729,2,2,True,True
1986,734,29,0,True,False
1986,740,5,2,True,True
1986,741,3,1,True,True
1986,751,30,0,True,False
1986,752,29,0,True,False
1986,753,19,0,True,False
1986,754,29,0,True,False
1986,769,29,0,True,False
1986,774,30,30,True,True
1986,777,1,0,True,False
1986,778,4,2,True,True
1986,781,1,1,True,True
1986,796,2,0,True,False
1986,797,2,1,True,True
1988,4,1,0,True,False
1988,25,1,0,True,False
1988,30,1,0,True,False
1988,48,1,0,True,False
1988,85,1,0,True,False
1988,88,1,1,True,True
1988,96,1,1,True,True
1988,108,2,1,True,True
1988,125,1,0,True,False
1988,165,1,1,True,True
1988,218,19,0,True,False
1988,228,27,0,True,False
1988,272,1,0,True,False
1988,322,2,0,True,False
1988,331,1,1,True,True
1988,336,4,0,True,False
1988,339,1,0,True,False
1988,358,1,0,True,False
1988,375,16,0,True,False
1988,376,1,0,True,False
1988,378,5,0,True,False
1988,383,27,0,True,False
1988,399,2,1,True,True
1988,410,1,0,True,False
1988,421,20,0,True,False
1988,427,21,0,True,False
1988,440,26,0,True,False
1988,443,2,0,True,False
1988,448,2,0,True,False
1988,449,25,0,True,False
1988,452,26,0,True,False
1988,455,1,0,True,False
1988,462,27,27,True,True
1988,476,1,1,True,True
1988,487,27,0,True,False
1988,521,6,1,True,True
1988,568,8,0,True,False
1988,571,1,1,True,True
1988,577,3,0,True,False
1988,594,26,0,True,False
1988,601,5,0,True,False
1988,604,13,0,True,False
1988,611,25,25,True,True
1988,616,26,26,True,True
1988,641,4,0,True,False
1988,642,2,0,True,False
1988,643,5,0,True,False
1988,645,20,20,True,True
1988,647,17,0,True,False
1988,649,5,3,True,True
1988,652,3,0,True,False
1988,655,24,0,True,False
1988,663,1,0,True,False
1988,666,1,1,True,True
1988,674,3,0,True,False
1988,675,4,0,True,False
1988,681,27,0,True,False
1988,685,1,0,True,False
1988,687,6,6,True,True
1988,690,21,0,True,False
1988,691,1,0,True,False
1988,692,1,0,True,False
1988,704,3,2,True,True
1988,707,26,0,True,False
1988,717,24,0,True,False
1988,723,1,0,True,False
1988,724,27,0,True,False
1988,729,3,1,True,True
1988,732,4,0,True,False
1988,734,27,0,True,False
1988,740,1,1,True,True
1988,741,3,3,True,True
1988,751,25,0,True,False
1988,752,24,0,True,False
1988,753,21,0,True,False
1988,754,26,0,True,False
1988,756,1,1,True,True
1988,757,1,1,True,True
1988,766,4,1,True,True
1988,769,27,0,True,False
1988,771,3,0,True,False
1988,772,3,0,True,False
1988,774,26,26,True,True
1988,775,5,0,True,False
1988,776,4,0,True,False
1988,777,4,1,True,True
1988,778,7,2,True,True
1988,796,4,3,True,True
1988,797,3,1,True,True
1989,24,1,0,True,False
1989,25,1,0,True,False
1989,30,1,0,True,False
1989,33,1,0,True,False
1989,34,4,1,True,True
1989,35,1,1,True,True
1989,43,1,0,True,False
1989,48,1,0,True,False
1989,76,1,0,True,False
1989,88,2,1,True,True
1989,101,2,0,True,False
1989,108,3,2,True,True
1989,125,6,0,True,False
1989,165,1,0,True,False
1989,217,2,0,True,False
1989,218,21,0,True,False
1989,228,26,0,True,False
1989,240,1,0,True,False
1989,251,3,0,True,False
1989,272,1,0,True,False
1989,324,1,0,True,False
1989,325,1,0,True,False
1989,331,1,0,True,False
1989,336,6,0,True,False
1989,339,1,1,True,True
1989,375,18,0,True,False
1989,376,1,0,True,False
1989,378,5,0,True,False
1989,381,1,1,True,True
1989,383,26,0,True,False
1989,399,3,2,True,True
1989,407,1,1,True,True
1989,410,1,0,True,False
1989,421,17,0,True,False
1989,427,21,0,True,False
1989,437,1,0,True,False
1989,440,26,0,True,False
1989,443,3,0,True,False
1989,449,23,0,True,False
1989,452,25,0,True,False
1989,454,1,1,True,True
1989,462,19,19,True,True
1989,476,1,0,True,False
1989,487,25,0,True,False
1989,521,6,0,True,False
1989,540,1,0,True,False
1989,568,6,0,True,False
1989,571,1,0,True,False
1989,594,25,0,True,False
1989,604,17,0,True,False
1989,606,1,0,True,False
1989,611,24,24,True,True
1989,616,26,26,True,True
1989,640,2,0,True,False
1989,641,6,0,True,False
1989,642,3,0,True,False
1989,643,6,0,True,False
1989,645,22,22,True,True
1989,647,21,0,True,False
1989,655,23,0,True,False
1989,661,2,2,True,True
1989,666,1,0,True,False
1989,674,3,1,True,True
1989,675,4,2,True,True
1989,681,26,0,True,False
1989,685,1,1,True,True
1989,690,20,0,True,False
1989,691,2,0,True,False
1989,692,3,0,True,False
1989,707,25,0,True,False
1989,712,2,0,True,False
1989,717,23,0,True,False
1989,722,3,3,True,True
1989,723,1,1,True,True
1989,724,26,0,True,False
1989,729,5,2,True,True
1989,734,26,0,True,False
1989,751,24,0,True,False
1989,752,22,0,True,False
1989,753,19,0,True,False
1989,754,24,0,True,False
1989,769,26,0,True,False
1989,774,25,25,True,True
1989,777,6,0,True,False
1989,778,8,0,True,False
1989,781,1,1,True,True
1989,796,4,4,True,True
1989,797,4,4,True,True
1990,24,1,0,True,False
1990,25,1,0,True,False
1990,30,1,0,True,False
1990,33,1,0,True,False
1990,34,5,0,True,False
1990,35,1,1,True,True
1990,43,1,0,True,False
1990,48,1,0,True,False
1990,76,2,0,True,False
1990,88,2,1,True,True
1990,101,2,0,True,False
1990,108,3,2,True,True
1990,125,6,0,True,False
1990,165,1,0,True,False
1990,217,1,0,True,False
1990,218,16,0,True,False
1990,228,24,0,True,False
1990,239,1,0,True,False
1990,240,1,0,True,False
1990,251,5,0,True,False
1990,255,1,1,True,True
1990,272,1,0,True,False
1990,331,1,0,True,False
1990,336,4,0,True,False
1990,339,1,1,True,True
1990,375,13,0,True,False
1990,376,1,0,True,False
1990,378,6,0,True,False
1990,381,2,2,True,True
1990,383,25,0,True,False
1990,399,3,2,True,True
1990,407,1,1,True,True
1990,410,1,0,True,False
1990,421,12,0,True,False
1990,427,19,0,True,False
1990,437,1,0,True,False
1990,440,25,0,True,False
1990,443,3,0,True,False
1990,446,1,0,True,False
1990,448,1,0,True,False
1990,449,23,0,True,False
1990,452,24,0,True,False
1990,454,1,1,True,True
1990,462,20,20,True,True
1990,476,1,0,True,False
1990,487,25,0,True,False
1990,521,4,0,True,False
1990,568,5,0,True,False
1990,571,1,0,True,False
1990,594,24,0,True,False
1990,604,17,0,True,False
1990,611,23,23,True,True
1990,616,25,25,True,True
1990,641,4,0,True,False
1990,642,3,1,True,True
1990,643,4,0,True,False
1990,645,20,20,True,True
1990,647,20,0,True,False
1990,655,23,0,True,False
1990,661,3,3,True,True
1990,666,1,0,True,False
1990,674,3,0,True,False
1990,675,4,0,True,False
1990,681,25,0,True,False
1990,685,1,0,True,False
1990,690,19,0,True,False
1990,691,1,0,True,False
1990,692,1,0,True,False
1990,707,24,0,True,False
1990,712,3,0,True,False
1990,717,22,0,True,False
1990,722,4,4,True,True
1990,723,1,1,True,True
1990,724,23,0,True,False
1990,729,5,3,True,True
1990,734,25,0,True,False
1990,740,2,2,True,True
1990,741,2,2,True,True
1990,751,23,0,True,False
1990,752,22,0,True,False
1990,753,19,0,True,False
1990,754,24,0,True,False
1990,769,25,0,True,False
1990,774,24,24,True,True
1990,777,4,0,True,False
1990,778,6,0,True,False
1990,781,1,1,True,True
1990,796,5,2,True,True
1990,797,5,3,True,True
1991,16,1,0,True,False
1991,21,1,0,True,False
1991,25,1,0,True,False
1991,30,1,0,True,False
1991,33,1,0,True,False
1991,34,5,0,True,False
1991,35,1,1,True,True
1991,76,1,0,True,False
1991,85,3,1,True,True
1991,88,1,1,True,True
1991,101,1,0,True,False
1991,108,2,1,True,True
1991,125,2,0,True,False
1991,158,1,0,True,False
1991,165,2,0,True,False
1991,196,3,0,True,False
1991,217,2,0,True,False
1991,218,14,0,True,False
1991,228,25,0,True,False
1991,240,1,0,True,False
1991,251,5,0,True,False
1991,272,1,0,True,False
1991,331,1,0,True,False
1991,336,5,1,True,True
1991,339,1,1,True,True
1991,375,13,0,True,False
1991,376,1,0,True,False
1991,378,7,0,True,False
1991,383,27,0,True,False
1991,399,2,1,True,True
1991,421,17,0,True,False
1991,427,23,0,True,False
1991,440,27,0,True,False
1991,443,2,0,True,False
1991,448,2,0,True,False
1991,449,24,0,True,False
1991,452,27,0,True,False
1991,454,1,1,True,True
1991,455,3,0,True,False
1991,462,15,15,True,True
1991,476,1,0,True,False
1991,487,27,0,True,False
