year,classifier_index,match_count,fire_count,matched,fired
1983,8,1,0,True,False
1983,10,1,0,True,False
1983,12,2,0,True,False
1983,15,1,1,True,True
1983,16,3,2,True,True
1983,36,1,0,True,False
1983,38,4,0,True,False
1983,40,1,0,True,False
1983,55,2,0,True,False
1983,72,7,0,True,False
1983,79,21,0,True,False
1983,106,5,1,True,True
1983,129,1,0,True,False
1983,138,1,0,True,False
1983,153,3,3,True,True
1983,156,1,0,True,False
1983,160,1,0,True,False
1983,166,3,0,True,False
1983,187,1,0,True,False
1983,193,7,0,True,False
1983,194,3,0,True,False
1983,195,20,0,True,False
1983,229,27,27,True,True
1983,235,1,0,True,False
1983,238,20,0,True,False
1983,239,23,0,True,False
1983,264,3,0,True,False
1983,269,27,0,True,False
1983,292,1,0,True,False
1983,293,28,0,True,False
1983,295,1,0,True,False
1983,310,2,0,True,False
1983,326,2,0,True,False
1983,343,4,0,True,False
1983,347,1,0,True,False
1983,351,27,0,True,False
1983,352,5,0,True,False
1983,359,22,0,True,False
1983,370,26,0,True,False
1983,375,1,0,True,False
1983,376,1,0,True,False
1983,379,6,2,True,True
1983,390,3,0,True,False
1983,393,3,0,True,False
1983,406,2,0,True,False
1983,407,4,0,True,False
1983,451,1,0,True,False
1983,460,1,0,True,False
1983,461,1,0,True,False
1983,466,2,0,True,False
1983,472,7,2,True,True
1983,473,1,0,True,False
1983,486,3,0,True,False
1983,487,3,0,True,False
1983,497,3,1,True,True
1983,499,4,0,True,False
1983,502,5,0,True,False
1983,508,22,0,True,False
1983,509,1,0,True,False
1983,512,28,0,True,False
1983,515,3,0,True,False
1983,519,2,0,True,False
1983,535,27,27,True,True
1983,538,1,0,True,False
1983,546,4,0,True,False
1983,547,4,0,True,False
1983,568,24,0,True,False
1983,574,5,0,True,False
1983,575,3,0,True,False
1983,578,1,0,True,False
1983,585,3,0,True,False
1983,600,1,0,True,False
1983,606,6,0,True,False
1983,609,27,27,True,True
1983,612,2,0,True,False
1983,614,27,0,True,False
1983,623,4,0,True,False
1983,627,4,4,True,True
1983,628,1,1,True,True
1983,631,2,2,True,True
1983,655,1,0,True,False
1983,659,1,0,True,False
1983,670,4,0,True,False
1983,674,5,0,True,False
1983,675,3,3,True,True
1983,676,2,0,True,False
1983,681,1,0,True,False
1983,686,1,0,True,False
1983,701,3,0,True,False
1983,703,28,0,True,False
1983,707,28,0,True,False
1983,713,1,1,True,True
1983,715,23,0,True,False
1983,719,28,28,True,True
1983,728,18,0,True,False
1983,736,2,0,True,False
1983,741,3,2,True,True
1983,742,5,5,True,True
1983,750,24,0,True,False
1983,753,6,0,True,False
1983,757,1,1,True,True
1983,758,1,1,True,True
1983,761,1,0,True,False
1983,762,1,1,True,True
1983,765,2,0,True,False
1983,766,4,0,True,False
1983,769,3,0,True,False
1983,772,1,0,True,False
1983,774,24,0,True,False
1983,775,6,0,True,False
1983,779,3,0,True,False
1983,782,28,0,True,False
1983,783,2,0,True,False
1983,786,4,1,True,True
1983,787,3,1,True,True
1983,788,3,3,True,True
1983,789,2,2,True,True
1983,792,3,2,True,True
1983,793,3,2,True,True
1983,795,21,0,True,False
1983,799,3,3,True,True
1984,8,1,0,True,False
1984,12,3,0,True,False
1984,36,1,0,True,False
1984,38,4,0,True,False
1984,55,1,0,True,False
1984,72,7,0,True,False
1984,79,24,0,True,False
1984,106,5,0,True,False
1984,129,1,0,True,False
1984,130,1,0,True,False
1984,138,2,0,True,False
1984,153,2,2,True,True
1984,160,1,0,True,False
1984,166,4,0,True,False
1984,187,1,0,True,False
1984,192,1,0,True,False
1984,193,6,0,True,False
1984,194,3,0,True,False
1984,195,24,0,True,False
1984,229,27,27,True,True
1984,235,1,0,True,False
1984,238,24,0,True,False
1984,239,26,0,True,False
1984,264,3,0,True,False
1984,269,28,0,True,False
1984,292,2,0,True,False
1984,293,29,0,True,False
1984,295,1,0,True,False
1984,310,2,0,True,False
1984,325,1,0,True,False
1984,326,3,0,True,False
1984,351,29,0,True,False
1984,352,5,0,True,False
1984,359,28,0,True,False
1984,370,27,0,True,False
1984,375,1,0,True,False
1984,376,1,0,True,False
1984,379,6,1,True,True
1984,390,3,0,True,False
1984,393,4,0,True,False
1984,406,3,0,True,False
1984,407,5,1,True,True
1984,461,1,0,True,False
1984,466,2,0,True,False
1984,472,4,1,True,True
1984,473,1,0,True,False
1984,486,3,0,True,False
1984,487,3,0,True,False
1984,497,4,1,True,True
1984,499,5,0,True,False
