year,classifier_index,match_count,fire_count,matched,fired
1983,1,1,0,True,False
1983,9,1,1,True,True
1983,10,1,0,True,False
1983,11,1,0,True,False
1983,20,3,0,True,False
1983,24,1,0,True,False
1983,25,1,0,True,False
1983,31,1,0,True,False
1983,38,1,0,True,False
1983,41,1,1,True,True
1983,46,2,0,True,False
1983,58,2,0,True,False
1983,59,1,1,True,True
1983,80,1,0,True,False
1983,88,1,0,True,False
1983,89,1,0,True,False
1983,93,5,0,True,False
1983,102,2,0,True,False
1983,103,2,0,True,False
1983,115,4,0,True,False
1983,116,1,1,True,True
1983,117,1,1,True,True
1983,123,1,0,True,False
1983,125,1,0,True,False
1983,126,1,0,True,False
1983,127,3,0,True,False
1983,134,3,0,True,False
1983,141,19,19,True,True
1983,152,1,0,True,False
1983,163,28,1,True,True
1983,167,1,0,True,False
1983,173,3,0,True,False
1983,174,5,0,True,False
1983,182,1,1,True,True
1983,186,1,1,True,True
1983,192,1,0,True,False
1983,198,4,4,True,True
1983,214,1,0,True,False
1983,220,2,0,True,False
1983,223,3,0,True,False
1983,228,3,0,True,False
1983,229,3,0,True,False
1983,246,2,0,True,False
1983,257,4,4,True,True
1983,259,10,9,True,True
1983,260,4,0,True,False
1983,270,1,0,True,False
1983,278,1,0,True,False
1983,279,1,0,True,False
1983,289,1,0,True,False
1983,298,4,0,True,False
1983,300,3,0,True,False
1983,308,1,0,True,False
1983,316,3,0,True,False
1983,321,19,19,True,True
1983,328,1,0,True,False
1983,329,1,0,True,False
1983,345,19,19,True,True
1983,351,1,0,True,False
1983,358,28,1,True,True
1983,361,10,0,True,False
1983,362,1,0,True,False
1983,366,3,0,True,False
1983,372,2,2,True,True
1983,374,1,0,True,False
1983,380,4,0,True,False
1983,381,21,0,True,False
1983,395,1,1,True,True
1983,402,5,0,True,False
1983,403,3,0,True,False
1983,404,28,0,True,False
1983,409,28,1,True,True
1983,411,3,3,True,True
1983,422,28,0,True,False
1983,423,1,0,True,False
1983,427,4,0,True,False
1983,439,3,0,True,False
1983,442,4,0,True,False
1983,443,4,0,True,False
1983,444,28,0,True,False
1983,456,2,0,True,False
1983,457,1,0,True,False
1983,466,3,0,True,False
1983,467,1,0,True,False
1983,470,3,0,True,False
1983,478,14,0,True,False
1983,479,5,0,True,False
1983,481,22,0,True,False
1983,483,3,0,True,False
1983,487,2,0,True,False
1983,488,1,0,True,False
1983,491,3,0,True,False
1983,497,1,0,True,False
1983,512,2,0,True,False
1983,513,7,0,True,False
1983,515,1,0,True,False
1983,516,4,0,True,False
1983,518,18,0,True,False
1983,519,4,0,True,False
1983,527,22,0,True,False
1983,535,2,0,True,False
1983,536,2,0,True,False
1983,537,28,0,True,False
1983,552,20,20,True,True
1983,553,3,0,True,False
